"","Symbol_Mouse","Symbol_Rat"
"10504","Fam183b","Fam183a"
"10505","Crybg3","Crybg3"
"10506","Rbbp8","Rbbp8"
"10507","Tmem213","Tmem213"
"10508","Mrgprg","Mrgprg"
"10509","Hnrnpul2","Hnrnpul2"
"10510","Gpr137c","Gpr137c"
"10511","Chsy3","Chsy3"
"10512","Aadacl2","Aadacl2"
"10513","Aadacl2","LOC100910567"
"10514","Rbm12b1","LOC679087"
"10515","Rbm12b1","Rbm12b"
"10516","Rbm12b2","LOC679087"
"10517","Rbm12b2","Rbm12b"
"10518","Aadacl4fm1","RGD1308878"
"10519","Plscr5","Plscr5"
"10520","Troap","Troap"
"10521","Kbtbd11","Kbtbd11"
"10522","Cdkl4","Cdkl4"
"10523","Armh1","Armh1"
"10524","Fkbp15","Fkbp15"
"10525","Hltf","Hltf"
"10526","Sbk2","Sbk2"
"10527","Adrb2","Adrb2"
"10528","Apc","Apc"
"10529","Apoe","Apoe"
"10530","Atm","Atm"
"10531","Btk","Btk"
"10532","Cyp19a1","Cyp19a1"
"10533","Ext1","Ext1"
"10534","Fbn1","Fbn1"
"10535","Nr3c1","Nr3c1"
"10536","Shh","Shh"
"10537","Ncf1","Ncf1"
"10538","Atxn7","Atxn7"
"10539","Tyr","Tyr"
"10540","Was","Was"
"10541","Gp1bb","Gp1bb"
"10542","F10","F10"
"10543","Rfx2","Rfx2"
"10544","Comt","Comt"
"10545","Cyp7a1","Cyp7a1"
"10546","Drd1","Drd1"
"10547","Hmgcr","Hmgcr"
"10548","Igf1r","Igf1r"
"10549","P4ha1","P4ha1"
"10550","Pnlip","Pnlip"
"10551","Ptgs2","Ptgs2"
"10552","Rpl6","Rpl6"
"10553","Rpl6l","Rpl6"
"10554","Aanat","Aanat"
"10555","Acaca","Acaca"
"10556","Actn2","Actn2"
"10557","Hcn2","Hcn2"
"10558","C1qbp","C1qbp"
"10559","Casp9","Casp9"
"10560","Elavl3","Elavl3"
"10561","Elf4","Elf4"
"10562","Fhl1","Fhl1"
"10563","Foxo3","Foxo3"
"10564","Gtf3c1","Gtf3c1"
"10565","Ifrd1","Ifrd1"
"10566","Arvcf","Arvcf"
"10567","Bnc1","Bnc1"
"10568","Cd22","Cd22"
"10569","Cd79a","Cd79a"
"10570","Chml","Chml"
"10571","Chn1","Chn3"
"10572","Atf2","Atf2"
"10573","Mpp3","Mpp3"
"10574","Glra2","Glra2"
"10575","Glra2","LOC100910572"
"10576","Hlf","Hlf"
"10577","Hmox1","Hmox1"
"10578","Foxn2","Foxn2"
"10579","Insm1","Insm1"
"10580","Isg20","Isg20"
"10581","Krt34","Krt34"
"10582","Ly75","Ly75"
"10583","M6pr","LOC100909548"
"10584","M6pr","M6pr"
"10585","Mef2c","Mef2c"
"10586","Mgat3","Mgat3"
"10587","Mgmt","Mgmt"
"10588","Myc","Myc"
"10589","Ndufb5","Ndufb5"
"10590","Oaz2","Oaz2"
"10591","Pappa","Pappa1"
"10592","Parn","Parn"
"10593","Pcdhgc3","Pcdhgc3"
"10594","Pigf","Pigf"
"10595","Exosc10","Exosc10"
"10596","Ppm1g","Ppm1g"
"10597","Hhex","Hhex"
"10598","Htra1","Htra1"
"10599","Psd","Psd"
"10600","Rad52","Rad52"
"10602","Sdc4","Sdc4"
"10603","Sgta","Sgta"
"10604","Ski","Ski"
"10605","Slc4a5","Slc4a5"
"10606","Slc10a1","Slc10a1"
"10607","Snai2","Snai2"
"10608","Smpd2","Smpd2"
"10609","Snapc3","Snapc3"
"10610","Sparc","Sparc"
"10611","Spg7","Spg7"
"10612","Srf","Srf"
"10613","Taf2","Taf2"
"10614","Tfam","Tfam"
"10615","Tef","Tef"
"10616","Tert","Tert"
"10617","Thbs1","Thbs1"
"10618","Tmpo","Tmpo"
"10619","Clec3b","Clec3b"
"10620","Tub","Tub"
"10621","Uvrag","Uvrag"
"10622","Wee1","Wee1"
"10623","Trim26","Trim26"
"10624","Bsn","Bsn"
"10625","Zyx","Zyx"
"10626","Akap1","Akap1"
"10627","Cdc7","Cdc7"
"10628","Bcar3","Bcar3"
"10629","Dusp11","Dusp11"
"10630","Dusp11","LOC100911499"
"10631","Ppm1d","Ppm1d"
"10632","Blzf1","Blzf1"
"10633","Trp63","Tp63"
"10634","Rnaset2a","Rnaset2"
"10635","Rnaset2b","Rnaset2"
"10636","Ctsf","Ctsf"
"10637","Myom1","Myom1"
"10638","Creg1","Creg1"
"10639","Cdk5r1","Cdk5r1"
"10640","Sqstm1","Sqstm1"
"10641","Ccna1","Ccna1"
"10642","Sgce","Sgce"
"10643","Timeless","Timeless"
"10644","Herc1","Herc1"
"10645","Nol3","Nol3"
"10646","Capn5","Capn5"
"10648","Fdx1","Fdx1"
"10649","Gyg","Gyg1"
"10650","Llgl1","Llgl1"
"10651","Orc1","Orc1"
"10652","Gfi1b","Gfi1b"
"10653","Sox14","Sox14"
"10654","Pkmyt1","Pkmyt1"
"10655","Pigq","Pigq"
"10656","Stk17b","Stk17b"
"10657","Recql5","Recql5"
"10658","Bag2","Bag2"
"10659","Ascl1","Ascl1"
"10660","Atf6b","Atf6b"
"10661","Dusp8","Dusp8"
"10662","Psph","Psph"
"10663","Slc9a5","Slc9a5"
"10665","Lrp8","Lrp8"
"10666","Brpf1","Brpf1"
"10667","Usp11","Usp11"
"10668","Dyrk1b","Dyrk1b"
"10669","Ctdp1","Ctdp1"
"10670","Reps2","Reps2"
"10671","Magi1","Magi1"
"10672","Dlgap1","Dlgap1"
"10673","Tbrg4","Tbrg4"
"10674","Aimp1","Aimp1"
"10675","Cyth1","Cyth1"
"10676","Kcnb2","Kcnb2"
"10677","Stoml1","Stoml1"
"10678","Kcnk6","Kcnk6"
"10679","Kcnk6","LOC100909725"
"10680","Ggps1","Ggps1"
"10681","Itm2a","Itm2a"
"10682","Bag4","Bag4"
"10683","Atp6v1g1","Atp6v1g1"
"10684","Tesmin","Tesmin"
"10685","Zfp36l1","Zfp36l1"
"10686","Jarid2","Jarid2"
"10687","Oxa1l","Oxa1l"
"10688","Ppid","Ppid"
"10689","Ppid","Ppidl1"
"10690","Sel1l","Sel1l"
"10691","Oxsr1","Oxsr1"
"10692","Thrap3","Thrap3"
"10693","Dgcr2","Dgcr2"
"10694","Dgcr2","LOC100910275"
"10695","Gng7","Gng7"
"10696","Usp10","Usp10"
"10697","Phox2a","Phox2a"
"10698","Atoh1","Atoh1"
"10699","Car3","Ca3"
"10700","Gas2","Gas2"
"10701","Gpr3","Gpr3"
"10702","Smad4","Smad4"
"10704","Mapk8ip1","Mapk8ip1"
"10705","Mafb","Mafb"
"10707","Mep1a","Mep1a"
"10708","Rbm10","Rbm10"
"10709","Taf1b","Taf1b"
"10710","Tob1","Tob1"
"10711","Rbm6","Rbm6"
"10712","Flot1","Flot1"
"10713","Traip","Traip"
"10714","Mak","Mak"
"10715","Map3k4","Map3k4"
"10716","Mllt6","Mllt6"
"10717","Exo1","Exo1"
"10718","Hdac6","Hdac6"
"10719","Hdac6","LOC100911205"
"10720","Tnip1","Tnip1"
"10721","Sema3a","Sema3a"
"10722","Pax9","Pax9"
"10723","Pdgfra","Pdgfra"
"10725","Xrcc1","Xrcc1"
"10726","Hspb3","Hspb3"
"10727","Ncor2","Ncor2"
"10728","Creb3","Creb3"
"10729","Unc13b","Unc13b"
"10730","Appbp2","Appbp2"
"10731","Colec10","Colec10"
"10732","Hexim1","Hexim1"
"10733","Ivns1abp","Ivns1abp"
"10734","Lgals8","Lgals8"
"10735","Ptpre","Ptpre"
"10736","Slbp","Slbp"
"10737","Pop4","Pop4"
"10738","Trafd1","Trafd1"
"10739","Nudt3","Nudt3"
"10740","Plagl1","Plagl1"
"10741","Fktn","Fktn"
"10742","Fosb","Fosb"
"10743","Rbm3","Rbm3"
"10744","Rbm3-ps","Rbm3"
"10746","Btg2","Btg2"
"10747","Os9","Os9"
"10748","Ripk3","Ripk3"
"10749","Srsf1","Srsf1"
"10750","Slc5a3","Slc5a3"
"10751","Snrnp35","Snrnp35"
"10752","Hnrnpul1","Hnrnpul1"
"10753","Ate1","Ate1"
"10754","Tbc1d8","Tbc1d8"
"10755","Nudt6","Nudt6"
"10756","Usf1","Usf1"
"10757","Slmap","Slmap"
"10758","Wif1","Wif1"
"10759","Mrpl3","Mrpl3"
"10760","Rpl35","Rpl35"
"10761","Fkbp9","Fkbp9"
"10762","Dut","Dut"
"10763","Tssk2","Tssk2"
"10764","Get3","Get3"
"10765","Ilkap","Ilkap"
"10766","Armc3","Armc3"
"10767","Dnajc2","Dnajc2"
"10768","Sh3yl1","Sh3yl1"
"10769","Mpc2","Mpc2"
"10770","Shq1","Shq1"
"10771","Pigo","Pigo"
"10772","Mapk14","Mapk14"
"10773","Zeb1","Zeb1"
"10774","Eps15l1","Eps15l1"
"10775","Slc13a1","Slc13a1"
"10776","Abcg5","Abcg5"
"10777","Nob1","Nob1"
"10778","Pdp1","Pdp1"
"10779","Mpst","Mpst"
"10780","Fdx2","Fdx2"
"10781","Tldc2","Tldc2"
"10782","Btaf1","Btaf1"
"10783","Mrs2","Mrs2"
"10784","Glrx5","Glrx5"
"10785","Yme1l1","LOC100910779"
"10786","Yme1l1","Yme1l1"
"10787","Kif22","Kif22"
"10788","Atf6","Atf6"
"10789","Pla2r1","Pla2r1"
"10790","C1qc","C1qc"
"10791","Cnga2","Cnga2"
"10792","Gata2","Gata2"
"10793","Gata5","Gata5"
"10794","Bscl2","Bscl2"
"10795","Lrrn1","Lrrn1"
"10796","Blnk","Blnk"
"10797","Mesp1","Mesp1"
"10798","Mobp","Mobp"
"10799","Mybl1","Mybl1"
"10800","Myo1c","Myo1c"
"10801","Notch1","Notch1"
"10802","Npdc1","Npdc1"
"10803","Nrg3","Nrg3"
"10804","Sebox","Sebox"
"10805","Pctp","Pctp"
"10806","Pdgfa","Pdgfa"
"10807","Pla2g4a","Pla2g4a"
"10808","Pxmp2","Pxmp2"
"10809","Rela","Rela"
"10810","Clpb","Clpb"
"10811","Tex9","Tex9"
"10814","Apbb2","Apbb2"
"10815","Dab1","Dab1"
"10816","Rhbdf1","Rhbdf1"
"10817","Gamt","Gamt"
"10818","Hand2","Hand2"
"10819","Hcn1","Hcn1"
"10820","Heph","Heph"
"10821","Hoxb4","Hoxb4"
"10822","Lig3","Lig3"
"10823","Mea1","Mea1"
"10824","Melk","Melk"
"10825","Nfya","Nfya"
"10826","Pikfyve","Pikfyve"
"10827","Cyth2","Cyth2"
"10828","Rad17","Rad17"
"10829","Rad9a","Rad9a"
"10830","Robo3","Robo3"
"10831","Sdf4","Sdf4"
"10832","Sh2b1","Sh2b1"
"10833","Shcbp1","Shcbp1"
"10834","Sin3a","Sin3a"
"10835","Vnn1","Vnn1"
"10836","Zfp1","Zfp1"
"10837","Dapp1","Dapp1"
"10838","Polk","Polk"
"10840","Atf5","Atf5"
"10841","Appl1","Appl1"
"10842","Foxe3","Foxe3"
"10843","Scmh1","Scmh1"
"10844","Tfec","Tfec"
"10845","Kcnh3","Kcnh3"
"10846","Espl1","Espl1"
"10847","Ldoc1","Ldoc1"
"10848","Dnajb9","Dnajb9"
"10849","Setdb1","Setdb1"
"10850","Wbp2","Wbp2"
"10851","Myrf","Myrf"
"10852","Snx10","Snx10"
"10853","Epn1","Epn1"
"10854","Timm22","Timm22"
"10856","Gdf7","Gdf7"
"10857","Rtn2","Rtn2"
"10858","Zfp354b","Znf354b"
"10859","Mocs2","Mocs2"
"10860","Pde7b","Pde7b"
"10861","Rnf11","Rnf11l1"
"10862","Hdgfl3","Hdgfl3"
"10863","Fbxw4","Fbxw4"
"10864","Fbxl12","Fbxl12"
"10865","Cbx8","Cbx8"
"10866","Iqschfp","Schip1"
"10867","Dcps","Dcps"
"10868","Ostm1","Ostm1"
"10869","Git1","Git1"
"10870","Mrps18b","Mrps18b"
"10871","Ccdc59","Ccdc59"
"10872","Gtpbp8","Gtpbp8"
"10874","Timm21","Timm21"
"10875","Suco","Suco"
"10877","Grhl1","Grhl1"
"10878","Cxxc1","Cxxc1"
"10879","Kntc1","Kntc1"
"10880","Atg13","Atg13"
"10881","Dele1","Dele1"
"10882","Pja2","Pja2"
"10883","Smg7","Smg7"
"10884","Sv2b","Sv2b"
"10885","Sv2a","Sv2a"
"10886","Anapc10","Anapc10"
"10887","Kdm1a","Kdm1a"
"10888","Lrch1","Lrch1"
"10889","Rcor1","Rcor1"
"10890","Satb2","Satb2"
"10891","Angel1","Angel1"
"10892","Arhgef18","Arhgef18"
"10893","Suz12","Suz12"
"10894","Morc3","Morc3"
"10895","Anapc13","Anapc13"
"10897","Pot1a","Pot1"
"10898","Nol11","Nol11"
"10899","Creld1","Creld1"
"10900","Rpap1","Rpap1"
"10901","Ipcef1","Ipcef1"
"10902","Ltn1","Ltn1"
"10903","Epc2","Epc2"
"10904","Epc2","Epc2l1"
"10905","Irf2bp1","Irf2bp1"
"10906","Gpkow","Gpkow"
"10907","Pcf11","Pcf11"
"10908","Plekha8","Plekha8"
"10909","Eef1aknmt","Eef1aknmt"
"10910","Mrpl4","Mrpl4"
"10911","Klf13","Klf13"
"10912","Ndufaf1","Ndufaf1"
"10913","Rrp15","Rrp15"
"10914","Mrpl48","Mrpl48"
"10915","Aig1","Aig1"
"10916","Gdf2","Gdf2"
"10917","Heca","Heca"
"10918","Fam8a1","Fam8a1"
"10919","Ythdf2","Ythdf2"
"10920","Selenot","Selenot"
"10921","Arpp21","Arpp21"
"10922","Ss18l2","Ss18l2"
"10923","Cmpk1","Cmpk1"
"10924","Rev1","Rev1"
"10925","Rhcg","Rhcg"
"10926","Ctdspl2","Ctdspl2"
"10927","Dtl","Dtl"
"10928","Zc3hc1","Zc3hc1"
"10929","Trmo","Trmo"
"10930","Mrpl51","Mrpl51"
"10931","Mtfp1","Mtfp1"
"10932","Zcchc17","Zcchc17"
"10934","Plac8","Plac8"
"10935","Ngrn","Ngrn"
"10936","Map3k20","Map3k20"
"10937","Mxd3","Mxd3"
"10938","Nfatc1","Nfatc1"
"10939","Atoh7","Atoh7"
"10940","Efemp2","Efemp2"
"10941","Rab3ip","Rab3ip"
"10942","Arid1b","Arid1b"
"10944","Pogk","Pogk"
"10946","Donson","Donson"
"10947","Kmt5b","Kmt5b"
"10948","Klhl24","Klhl24"
"10949","Nde1","Nde1"
"10950","Swt1","Swt1"
"10951","Aspn","Aspn"
"10952","Tex10","Tex10"
"10953","G2e3","G2e3"
"10954","Btbd2","Btbd2"
"10955","Kansl2","Kansl2"
"10956","Dusp23","Dusp23"
"10957","Sdhaf2","Sdhaf2"
"10958","Ssh3","Ssh3"
"10960","Hpf1","Hpf1"
"10961","Ttc12","Ttc12"
"10962","Tmco3","Tmco3"
"10963","Prpf39","Prpf39"
"10964","Znhit6","Znhit6"
"10965","Trmt12","Trmt12"
"10966","Slc30a6","Slc30a6"
"10967","Zwilch","Zwilch"
"10968","Ift57","Ift57"
"10969","Med9","Med9"
"10970","Bsdc1","Bsdc1"
"10971","Neto2","Neto2"
"10972","Dalrd3","Dalrd3"
"10973","Mrps18a","Mrps18a"
"10974","Tbccd1","Tbccd1"
"10975","Smg8","Smg8"
"10976","Plekhg6","Plekhg6"
"10977","N4bp2","N4bp2"
"10978","Hmg20a","Hmg20a"
"10979","Usp40","Usp40"
"10980","Nup133","Nup133"
"10981","Tmem184c","Tmem184c"
"10982","Pi4k2b","Pi4k2b"
"10983","Larp6","Larp6"
"10984","Mindy1","Mindy1"
"10985","Tex2","Tex2"
"10986","Pbk","Pbk"
"10987","Wsb2","Wsb2"
"10988","Wdr4","Wdr4"
"10989","Unc45a","Unc45a"
"10990","Gpat4","Gpat4"
"10991","Sema6a","Sema6a"
"10992","Gng12","Gng12"
"10993","Tmem131","Tmem131"
"10994","Pcdhb15","Pcdhb15"
"10995","Rin2","Rin2"
"10996","Elp4","Elp4"
"10997","Elp4","LOC365839"
"10998","Apbb1ip","Apbb1ip"
"10999","Mrpl50","Mrpl50"
"11000","Crls1","Crls1"
"11001","Zmat5","Zmat5"
"11002","Rgs3","Rgs3"
"11003","Mefv","Mefv"
"11004","Tamalin","Tamalin"
"11005","Rabggta","Rabggta"
"11006","Pigp","Pigp"
"11008","Rbck1","Rbck1"
"11009","Akap10","Akap10"
"11010","Sphk2","Sphk2"
"11011","B3galnt1","B3galnt1"
"11012","Ndufaf3","Ndufaf3"
"11013","Stard7","Stard7"
"11014","Emsy","Emsy"
"11015","Smyd2","Smyd2"
"11016","Tulp4","Tulp4"
"11017","Hhip","Hhip"
"11018","Tigar","RGD1308005"
"11019","Ints12","Ints12"
"11020","Mrpl47","Mrpl47"
"11022","Tubgcp6","Tubgcp6"
"11023","Rhbdd2","Rhbdd2"
"11024","Gatad2b","Gatad2b"
"11025","Caskin2","Caskin2"
"11026","Mrtfa","Mrtfa"
"11028","Stim2","Stim2"
"11029","Lrch2","Lrch2"
"11031","Wnk3","Wnk3"
"11032","Meak7","Meak7"
"11033","Gpr108","Gpr108"
"11034","Ncoa5","Ncoa5"
"11035","Neurl1a","Neurl1"
"11036","Fam181b","Fam181b"
"11037","Gpr180","Gpr180"
"11038","Mlxipl","Mlxipl"
"11039","Nup160","Nup160"
"11040","Midn","Midn"
"11041","Akap14","Akap14"
"11042","Ap4s1","Ap4s1"
"11043","Tgif2","Tgif2"
"11044","Slc5a7","Slc5a7"
"11045","Sav1","Sav1"
"11046","Cenph","Cenph"
"11047","Ppp1r11","Ppp1r11"
"11048","Rbp7","Rbp7"
"11049","Gan","Gan"
"11051","Pknox2","Pknox2"
"11052","Egln3","Egln3"
"11053","Chtf18","Chtf18"
"11054","Slc28a3","Slc28a3"
"11055","Xylt1","Xylt1"
"11056","Ifih1","Ifih1"
"11057","Eif4h","Eif4h"
"11058","Unc5b","Unc5b"
"11059","Slc26a1","Slc26a1"
"11060","Popdc3","Popdc3"
"11061","Nsd1","Nsd1"
"11062","Sil1","Sil1"
"11063","Zmat3","Zmat3"
"11064","Klhl25","Klhl25"
"11065","Dclre1c","Dclre1c"
"11066","Suv39h2","Suv39h2"
"11067","Ccdc14","Ccdc14"
"11068","Rnf38","Rnf38"
"11069","Deptor","Deptor"
"11070","Dclre1b","Dclre1b"
"11071","Mrps11","Mrps11"
"11072","Mrps34","Mrps34"
"11073","Ercc6l2","Ercc6l2"
"11074","Mrps9","Mrps9"
"11075","Ino80b","Ino80b"
"11076","Ndel1","Ndel1"
"11077","Gramd3","Gramd2b"
"11078","Asb8","Asb8"
"11079","Wdr18","Wdr18"
"11080","Tbc1d20","Tbc1d20"
"11082","Gnptab","Gnptab"
"11083","Nol12","Nol12"
"11084","Rbm42","Rbm42"
"11085","Efhd2","Efhd2"
"11086","Dcaf10","Dcaf10"
"11087","Dpy30","Dpy30"
"11088","Sh3bp5l","Sh3bp5l"
"11089","Mcph1","Mcph1"
"11090","Ogfod2","Ogfod2"
"11091","Nol9","Nol9"
"11092","Gtdc1","Gtdc1"
"11093","Lin28a","Lin28a"
"11094","Txndc15","Txndc15"
"11095","Acbd4","Acbd4"
"11096","Klhl36","Klhl36"
"11097","Spring1","Spring1"
"11098","Armc5","Armc5"
"11099","Nudt18","Nudt18"
"11100","Zc3h14","Zc3h14"
"11101","Caap1","Caap1"
"11102","Tgs1","Tgs1"
"11103","Thnsl1","Thnsl1"
"11104","Naa60","Naa60"
"11105","Atad5","Atad5"
"11106","Dhdds","Dhdds"
"11107","Grhl2","Grhl2"
"11108","Esrp2","Esrp2"
"11109","Wwc2","Wwc2"
"11110","Sike1","Sike1"
"11111","Slc66a2","Slc66a2"
"11112","Fam214b","Fam214b"
"11113","Epc1","Epc1"
"11114","Med11","Med11"
"11115","Mplkip","Mplkip"
"11116","Dnajc5b","Dnajc5b"
"11117","Ndufb11b","RGD1306782"
"11118","Mrps15","Mrps15"
"11119","Gapvd1","Gapvd1"
"11120","Henmt1","Henmt1"
"11121","Ccdc96","Ccdc96"
"11122","Slc16a9","Slc16a9"
"11123","Trim59","Trim59"
"11124","Fam210b","Fam210b"
"11125","Mrpl45","Mrpl45"
"11126","Higd2a","Higd2a"
"11127","Higd2a","Higd2al1"
"11128","Nrarp","Nrarp"
"11129","Cdt1","Cdt1"
"11130","Eri1","Eri1"
"11131","Kctd10","Kctd10"
"11132","Frmd8","Frmd8"
"11133","Yipf4","Yipf4"
"11134","Tppp3","Tppp3"
"11135","Sdhaf4","Sdhaf4"
"11136","Fam135a","Fam135a"
"11137","Rnaseh2c","Rnaseh2c"
"11138","Gtsf1l","Gtsf1l"
"11139","Zdhhc21","Zdhhc21"
"11140","Cpsf4l","Cpsf4l"
"11141","Zfand2b","Zfand2b"
"11142","Pink1","Pink1"
"11143","Mrpl30","LOC100910006"
"11144","Mrpl30","Mrpl30"
"11145","Lrr1","Lrr1"
"11146","Ttl","Ttl"
"11147","Zmynd8","Zmynd8"
"11148","Mettl18","Mettl18"
"11149","Wdr20","Wdr20"
"11151","Zswim2","Zswim2"
"11152","Arhgef25","Arhgef25"
"11153","Lsm11","Lsm11"
"11154","Lrpprc","Lrpprc"
"11155","Nphp3","Nphp3"
"11156","Esyt2","Esyt2"
"11157","Syvn1","Syvn1"
"11158","Ccdc97","Ccdc97"
"11159","Paqr8","Paqr8"
"11160","Sgms2","Sgms2"
"11161","Snx29","Snx29"
"11162","Gvin1","Gvin1"
"11163","Gvin1","Gvinp1"
"11164","Gvin2","Gvin1"
"11165","Gvin2","Gvinp1"
"11166","Gvin3","Gvin1"
"11167","Gvin3","Gvinp1"
"11168","Ccdc83","Ccdc83"
"11169","Mrpl32","Mrpl32"
"11170","Lca5","Lca5"
"11171","Glt8d1","Glt8d1"
"11172","Srxn1","Srxn1"
"11173","Mrps5","Mrps5"
"11174","Polq","Polq"
"11175","Spata2l","Spata2L"
"11176","Abtb1","Abtb1"
"11177","Kcnh6","Kcnh6"
"11178","Gdpd5","Gdpd5"
"11179","Csrnp2","Csrnp2"
"11180","Nectin4","Nectin4"
"11181","Las1l","Las1l"
"11182","Rnf208","Rnf208"
"11183","Arhgap24","Arhgap24"
"11184","Camkk2","Camkk2"
"11185","Fbxw10","Fbxw10"
"11186","Ghdc","Ghdc"
"11187","Tbc1d10a","Tbc1d10a"
"11188","Sprtn","Sprtn"
"11189","Brip1","Brip1"
"11190","Zranb3","Zranb3"
"11191","Wdr75","Wdr75"
"11192","Chd6","Chd6"
"11193","Mettl25","Mettl25"
"11194","Iqcg","Iqcg"
"11195","Map3k21","Map3k21"
"11196","Dot1l","Dot1l"
"11197","Cdin1","Cdin1"
"11198","Faxc","Faxc"
"11200","Ppp1r9b","Ppp1r9b"
"11201","Usp30","Usp30"
"11202","Fut10","Fut10"
"11203","Cyhr1","Cyhr1"
"11204","Kmt5c","Kmt5c"
"11205","Rpusd4","Rpusd4"
"11206","Pomgnt2","Pomgnt2"
"11207","Tmtc4","Tmtc4"
"11208","Zfp382","Zfp382"
"11209","Orai2","Orai2"
"11210","Pnisr","Pnisr"
"11211","Hdhd5","Hdhd5"
"11212","Boc","Boc"
"11213","Zmym1","Zmym1"
"11214","Atp11b","Atp11b"
"11215","Mrpl21","Mrpl21"
"11216","Tceal5","Tceal5"
"11217","Tmem63c","Tmem63c"
"11218","Ppm1l","Ppm1l"
"11219","Ptcd1","Ptcd1"
"11220","Lclat1","Lclat1"
"11221","Lrrc30","Lrrc30"
"11222","Rnf31","Rnf31"
"11223","Clk2","Clk2"
"11224","Abca9","Abca9"
"11225","Cog7","Cog7"
"11226","Gdpgp1","Gdpgp1"
"11227","Srrd","Srrd"
"11228","Cfap91","Cfap91"
"11229","Dach2","Dach2"
"11230","Slc18b1","Slc18b1"
"11231","Gadd45gip1","Gadd45gip1"
"11232","Rcsd1","Rcsd1"
"11233","Zp1","Zp1"
"11234","Slc35f1","Slc35f1"
"11235","Dusp15","Dusp15"
"11236","Phactr1","Phactr1"
"11237","Tmem189","Peds1"
"11238","Zfp597","Zfp597"
"11239","Boll","LOC100911373"
"11240","Rnf150","Rnf150"
"11241","Wfdc8","Wfdc8"
"11242","Edem1","Edem1"
"11243","Best3","Best3"
"11244","Pxdn","Pxdn"
"11245","Gm5709","RGD1559622"
"11246","Sox30","Sox30"
"11247","Slc39a10","Slc39a10"
"11248","Asb7","Asb7"
"11249","Bmp2k","Bmp2k"
"11250","Ssc4d","Ssc4d"
"11251","Dido1","Dido1"
"11252","Colec12","Colec12"
"11253","Ptar1","Ptar1"
"11254","Irf2bp2","Irf2bp2"
"11255","Rnf185","Rnf185"
"11256","Btbd7","Btbd7"
"11257","Zswim8","Zswim8"
"11258","Rictor","Rictor"
"11259","Slc16a14","Slc16a14"
"11260","Slc47a1","Slc47a1"
"11261","Adck5","Adck5"
"11262","Atg9a","Atg9a"
"11264","Zkscan1","Zkscan1"
"11265","Sft2d1","Sft2d1"
"11266","Fbxo38","Fbxo38"
"11267","Lrrc6","Dnaaf11"
"11268","Heatr1","Heatr1"
"11269","Heatr1","LOC102552190"
"11271","Atpaf2","Atpaf2"
"11272","Adgrd1","Adgrd1"
"11273","Dnal1","Dnal1"
"11275","Ibtk","Ibtk"
"11277","Bmt2","Bmt2"
"11278","Rhbdl3","Rhbdl3"
"11279","Fam181a","Fam181a"
"11280","Fam181a","RGD1309028"
"11281","Timm29","Timm29"
"11282","Marchf9","Marchf9"
"11283","Saal1","LOC691143"
"11284","Klhdc7b","Klhdc7b"
"11285","Zgrf1","Zgrf1"
"11286","Trim40","Trim40"
"11288","Abra","Abra"
"11289","Trub1","Trub1"
"11290","Daglb","Daglb"
"11291","Depdc5","Depdc5"
"11292","2610507B11Rik","RGD1307929"
"11293","Ccdc6","Ccdc6"
"11294","Ppp1r3e","Ppp1r3e"
"11295","Trappc12","Trappc12"
"11296","Zbtb49","Zbtb49"
"11297","Arrdc1","Arrdc1"
"11298","Gpr179","Gpr179"
"11299","Ankrd22","Ankrd22"
"11300","Gabpb2","Gabpb2"
"11301","Zdhhc19","Zdhhc19"
"11302","Lrguk","Lrguk"
"11303","Rmdn3","Rmdn3"
"11304","Msantd4","Msantd4"
"11305","Aldh16a1","Aldh16a1"
"11306","Arid5a","Arid5a"
"11307","Olfr1100","Olr526"
"11308","Olfr1100","Olr530"
"11309","Olfr1100","Olr532"
"11310","Olfr60","Olr295"
"11311","Olfr60","Olr302"
"11312","Olfr60","Olr315"
"11313","Lonrf1","Lonrf1"
"11314","Fam210a","Fam210a"
"11315","Samd11","Samd11"
"11316","Dusp18","Dusp18"
"11317","Marchf10","Marchf10"
"11318","Glis3","Glis3"
"11319","Ythdf3","Ythdf3"
"11320","Ccdc137","Ccdc137"
"11321","Rbm12","LOC100910990"
"11322","Rbm12","Rbm12"
"11325","Neurl3","Neurl3"
"11326","Strip1","Strip1"
"11327","Fam214a","Fam214a"
"11328","Vgll2","Vgll2"
"11329","Smyd4","Smyd4"
"11330","Mtrfr","LOC100910427"
"11331","Mtrfr","Mtrfr"
"11332","Arhgap35","Arhgap35"
"11333","Safb2","Safb2"
"11335","Ddhd1","Ddhd1"
"11336","Gatd1","Gatd1"
"11337","Gatd1","LOC100911365"
"11338","Dennd2a","Dennd2a"
"11339","Nhlrc3","Nhlrc3"
"11340","Foxj3","Foxj3"
"11341","Otop1","Otop1"
"11342","Olfml2a","Olfml2a"
"11343","Kirrel2","Kirrel2"
"11344","Lin9","Lin9"
"11345","Fitm2","Fitm2"
"11346","Arsj","Arsj"
"11347","Tshz2","Tshz2"
"11348","Kcnrg","Kcnrg"
"11349","E130311K13Rik","RGD1565059"
"11350","Samd4b","Samd4b"
"11351","2310022A10Rik","RGD1307554"
"11352","Fbxl22","Fbxl22"
"11353","Heg1","Heg1"
"11354","Mylk3","Mylk3"
"11355","Tut4","Tut4"
"11356","Wfikkn2","Wfikkn2"
"11357","Ints5","Ints5"
