"","Symbol_Rat","Symbol_Human"
"9228","Nr2f1","NR2F1"
"9229","Taf1c","TAF1C"
"9230","Abcc5","ABCC5"
"9231","Nr1h3","NR1H3"
"9232","Edil3","EDIL3"
"9233","Gipc1","GIPC1"
"9234","Tspan3","TSPAN3"
"9235","Tspan2","TSPAN2"
"9236","Tspan1","TSPAN1"
"9237","Actr1a","ACTR1A"
"9238","Trim28","TRIM28"
"9239","Rbm5","RBM5"
"9240","Calcrl","CALCRL"
"9241","Prdx2","PRDX2"
"9242","Gdf11","GDF11"
"9243","Stag1","STAG1"
"9244","Cwc27","CWC27"
"9245","Dnaja2","DNAJA2"
"9246","Idh1","IDH1"
"9247","Smad1","SMAD1"
"9248","Smad2","SMAD2"
"9249","Smad9","SMAD9"
"9250","Afdn","AFDN"
"9251","Mtnr1a","MTNR1A"
"9252","Zbtb16","ZBTB16"
"9253","Zfand5","ZFAND5"
"9254","Arid1a","ARID1A"
"9255","Lipg","LIPG"
"9256","Hs3st2","HS3ST2"
"9257","Apbb3","APBB3"
"9258","Lamc3","LAMC3"
"9259","Tlr6","TLR6"
"9260","Coro2b","CORO2B"
"9261","Myl9","MYL9"
"9262","Rapgef3","RAPGEF3"
"9263","Tmem50b","TMEM50B"
"9264","Gzma","GZMA"
"9265","Lgals4","LGALS4"
"9266","Lpo","LPO"
"9267","Npy5r","NPY5R"
"9268","Pbx3","PBX3"
"9269","Pcsk5","PCSK5"
"9270","Serpine2","SERPINE2"
"9271","Serpini2","SERPINI2"
"9272","Pik3ca","PIK3CA"
"9273","Pik3cb","PIK3CB"
"9274","Plcd1","PLCD1"
"9275","Pnliprp1","PNLIPRP1"
"9276","Pou4f1","POU4F1"
"9277","Prkcq","PRKCQ"
"9278","Dpf2","DPF2"
"9279","Tln1","TLN1"
"9280","Zkscan8","ZKSCAN8"
"9281","Lrrn2","LRRN2"
"9282","Zbtb18","ZBTB18"
"9283","Crtap","CRTAP"
"9284","Sema4d","SEMA4D"
"9285","Pdlim5","PDLIM5"
"9286","Trim3","TRIM3"
"9287","Fbln1","FBLN1"
"9288","Nova1","NOVA1"
"9289","Scn10a","SCN10A"
"9290","Dynlt3","DYNLT3"
"9291","Slc12a7","SLC12A7"
"9292","Chl1","CHL1"
"9293","Plk2","PLK2"
"9294","Arpp19","ARPP19"
"9295","Slc17a3","SLC17A3"
"9296","Mthfd2","MTHFD2"
"9297","Hsph1","HSPH1"
"9298","Cplx1","CPLX1"
"9299","Slc1a7","SLC1A7"
"9300","Slc22a7","SLC22A7"
"9301","Actl7b","ACTL7B"
"9302","Mmp24","MMP24"
"9303","Pnpla6","PNPLA6"
"9304","Gadd45g","GADD45G"
"9305","Ifrd2","IFRD2"
"9306","Rab38","RAB38"
"9307","Kif2c","KIF2C"
"9308","Glipr1","GLIPR1"
"9309","Tmed1","TMED1"
"9310","Rab35","RAB35"
"9311","Zfhx3","ZFHX3"
"9312","Myo9a","MYO9A"
"9313","Rxrg","RXRG"
"9314","Scn1a","SCN1A"
"9315","Sox5","SOX5"
"9316","Adamts1","ADAMTS1"
"9317","Upk1a","UPK1A"
"9318","Wwp1","WWP1"
"9319","Tppp","TPPP"
"9320","Capn11","CAPN11"
"9321","Nr1h2","NR1H2"
"9322","Utrn","UTRN"
"9323","Zxdb","ZXDB"
"9324","Cit","CIT"
"9325","Anxa10","ANXA10"
"9326","Klk8","KLK8"
"9327","Fzd10","FZD10"
"9328","Praf2","PRAF2"
"9329","Ca5b","CA5B"
"9330","Pacsin2","PACSIN2"
"9331","Klhl2","KLHL2"
"9332","Klf12","KLF12"
"9333","Slco2b1","SLCO2B1"
"9334","Ctrc","CTRC"
"9335","Stat1","STAT1"
"9336","Prmt1","PRMT1"
"9337","Pgk1","PGK1"
"9338","Ptpro","PTPRO"
"9339","Ranbp1","RANBP1"
"9340","Sptlc2","SPTLC2"
"9341","Tm9sf4","TM9SF4"
"9342","Fhit","FHIT"
"9343","Ak3","AK3"
"9344","Nalcn","NALCN"
"9345","Gykl1","GK"
"9346","Tmlhe","TMLHE"
"9347","Slc25a16","SLC25A16"
"9348","Atp9b","ATP9B"
"9349","Slc13a5","SLC13A5"
"9350","Ap1b1","AP1B1"
"9351","Uba1","UBA1"
"9353","Vps13a","VPS13A"
"9354","Med14","MED14"
"9355","Mospd2","MOSPD2"
"9356","Pak5","PAK5"
"9357","Zcchc7","ZCCHC7"
"9358","Eif1b","EIF1B"
"9359","Decr2","DECR2"
"9360","Paqr4","PAQR4"
"9361","Tagln3","TAGLN3"
"9362","Rrp12","RRP12"
"9363","Ap4e1","AP4E1"
"9364","Gna12","GNA12"
"9365","Adcy6","ADCY6"
"9366","Angpt2","ANGPT2"
"9367","Rhod","RHOD"
"9368","Hnrnpd","HNRNPD"
"9369","Bcap29","BCAP29"
"9370","Bmp5","BMP5"
"9371","Cdk11b","CDK11A"
"9372","Ackr3","ACKR3"
"9373","Col13a1","COL13A1"
"9374","Col8a1","COL8A1"
"9375","Cux2","CUX2"
"9376","Dcn","DCN"
"9377","Dhh","DHH"
"9378","Epha8","EPHA8"
"9379","Gabrg2","GABRG2"
"9380","Gabrg3","GABRG3"
"9381","Hcn3","HCN3"
"9382","Hes2","HES2"
"9383","Hiatl3","MFSD14A"
"9384","Htr5a","HTR5A"
"9385","Ifit1","IFIT1B"
"9386","Kcns2","KCNS2"
"9387","Klc2","KLC2"
"9388","Kpna6","KPNA6"
"9389","Krt84","KRT84"
"9390","Lfng","LFNG"
"9392","Ltb4r","LTB4R"
"9393","Mmp8","MMP8"
"9394","Pax3","PAX3"
"9395","Pcsk4","PCSK4"
"9396","Ptp4a3","PTP4A3"
"9398","Slk","SLK"
"9399","Syt2","SYT2"
"9400","Tnfaip1","TNFAIP1"
"9401","Traf2","TRAF2"
"9402","Tspyl1","TSPYL1"
"9403","Ucp1","UCP1"
"9404","Wnt10a","WNT10A"
"9405","Wnt2b","WNT2B"
"9406","Wnt3","WNT3"
"9407","Wnt3a","WNT3A"
"9408","Wnt4","WNT4"
"9409","Wnt5b","WNT5B"
"9410","Wnt7b","WNT7B"
"9411","Atrn","ATRN"
"9412","Cacna1g","CACNA1G"
"9413","Ccr9","CCR9"
"9414","Col11a2","COL11A2"
"9415","Cpt1b","CPT1B"
"9416","Cux1","CUX1"
"9417","Dlx1","DLX1"
"9418","Dmwd","DMWD"
"9419","Dpp6","DPP6"
"9420","Drd2","DRD2"
"9421","Fgfr2","FGFR2"
"9422","Il4i1","IL4I1"
"9423","Fkbp7","FKBP7"
"9424","Gabrg1","GABRG1"
"9425","Gnaz","GNAZ"
"9426","Gng3","GNG3"
"9427","Ihh","IHH"
"9428","Kif13a","KIF13A"
"9429","Nkx2-6","NKX2-6"
"9430","Olr1386","OR2V1"
"9431","Oprl1","OPRL1"
"9432","Hspa4l","HSPA4L"
"9433","Pdcd6ip","PDCD6IP"
"9434","Ptcra","PTCRA"
"9435","Rab19","RAB19"
"9436","Itsn2","ITSN2"
"9437","Cyfip1","CYFIP1"
"9438","Slc22a3","SLC22A3"
"9439","Sox6","SOX6"
"9441","Lin7b","LIN7B"
"9442","Lin7c","LIN7C"
"9443","Vill","VILL"
"9444","Baz1b","BAZ1B"
"9445","Ikzf2","IKZF2"
"9446","Fiz1","FIZ1"
"9447","Fyb1","FYB1"
"9448","Mmp17","MMP17"
"9449","Tenm2","TENM2"
"9450","Tenm3","TENM3"
"9451","Pacsin1","PACSIN1"
"9452","Avpr1b","AVPR1B"
"9453","LOC100909648","AVPR1B"
"9454","Plod2","PLOD2"
"9455","Sema4g","SEMA4G"
"9456","Slc7a11","SLC7A11"
"9457","Cops7a","COPS7A"
"9459","Ern2","ERN2"
"9460","Trpc7","TRPC7"
"9461","Atp1b4","ATP1B4"
"9462","Ap3m1","AP3M1"
"9463","Angptl2","ANGPTL2"
"9464","Bace2","BACE2"
"9465","Chrm5","CHRM5"
"9466","Gca","GCA"
"9467","Rhoq","RHOQ"
"9468","Hey2","HEY2"
"9469","Itgb1bp2","ITGB1BP2"
"9470","Morf4l2","MORF4L2"
"9471","Adgrl2","ADGRL2"
"9472","Tspan15","TSPAN15"
"9473","Serpinb13","SERPINB13"
"9474","Fscn2","FSCN2"
"9475","Ssbp2","SSBP2"
"9476","Ywhag","YWHAG"
"9477","Gls","GLS"
"9478","Mylpf","MYLPF"
"9479","Scn5a","SCN5A"
"9480","Stk39","STK39"
"9481","Dnajc15","DNAJC15"
"9482","Tbk1","TBK1"
"9483","Purg","PURG"
"9484","Dpp7","DPP7"
"9485","Cyth4","CYTH4"
"9486","Prickle4","PRICKLE4"
"9487","Fads1","FADS1"
"9488","Tonsl","TONSL"
"9489","Add1","ADD1"
"9490","Anxa11","ANXA11"
"9491","Dsc1","DSC1"
"9492","Ldhc","LDHC"
"9493","Srr","SRR"
"9494","Mmel1","MMEL1"
"9495","Ermap","ERMAP"
"9496","Abca7","ABCA7"
"9497","Abcf3","ABCF3"
"9498","Ndrg2","NDRG2"
"9499","Mapk8ip3","MAPK8IP3"
"9500","Gabrp","GABRP"
"9501","Impa2","IMPA2"
"9502","Adamts7","ADAMTS7"
"9503","Aipl1","AIPL1"
"9504","Mtch1","MTCH1"
"9505","Zfp318","ZNF318"
"9506","Clec4e","CLEC4E"
"9507","Repin1","REPIN1"
"9508","Kcnv1","KCNV1"
"9509","Pkd2l2","PKD2L2"
"9510","Rab30","RAB30"
"9511","Rps6ka6","RPS6KA6"
"9512","Tmod2","TMOD2"
"9513","Trpm5","TRPM5"
"9514","Lmcd1","LMCD1"
"9515","Kcnip1","KCNIP1"
"9516","Ehd2","EHD2"
"9517","Nphs2","NPHS2"
"9518","Arhgef10","ARHGEF10"
"9519","Ppm1f","PPM1F"
"9520","Pum1","PUM1"
"9521","Acap1","ACAP1"
"9522","Clstn3","CLSTN3"
"9523","Stard8","STARD8"
"9524","Kmt2b","KMT2B"
"9525","Rassf2","RASSF2"
"9526","Cep170","CEP170"
"9527","Ppm1e","PPM1E"
"9528","Mlxip","MLXIP"
"9529","Acin1","ACIN1"
"9530","Wdfy3","WDFY3"
"9531","Xpo7","XPO7"
"9532","Pdxdc1","PDXDC1"
"9533","Gga2","GGA2"
"9534","Trak2","TRAK2"
"9535","Cdk19","CDK19"
"9536","Colgalt2","COLGALT2"
"9537","Plxnd1","PLXND1"
"9538","Dcun1d4","DCUN1D4"
"9539","Slc35d1","SLC35D1"
"9540","Rhobtb2","RHOBTB2"
"9541","Plcb1","PLCB1"
"9542","Pds5a","PDS5A"
"9543","Adgrl3","ADGRL3"
"9544","Ehbp1","EHBP1"
"9545","Trim2","TRIM2"
"9546","Tafa5","TAFA5"
"9547","Abhd14a","ABHD14A"
"9548","Rchy1","RCHY1"
"9549","LOC679582","NSL1"
"9550","Nsl1","NSL1"
"9551","Rwdd3","RWDD3"
"9552","Necap1","NECAP1"
"9553","Moxd1","MOXD1"
"9554","Dnm3","DNM3"
"9555","Auts2","AUTS2"
"9556","Abhd12","ABHD12"
"9557","Traf3ip1","TRAF3IP1"
"9558","Lcor","C10orf12"
"9559","Fgd3","FGD3"
"9560","Krt76","KRT76"
"9561","Azin1","AZIN1"
"9562","Pi15","PI15"
"9563","Nudt13","NUDT13"
"9564","Snx7","SNX7"
"9565","Ybx2","YBX2"
"9566","Sidt2","SIDT2"
"9567","Pkd2l1","PKD2L1"
"9568","Hspb11","HSPB11"
"9569","Shank1","SHANK1"
"9570","Mtmr2","MTMR2"
"9571","Ing4","ING4"
"9572","Pias1","PIAS1"
"9573","Cercam","CERCAM"
"9574","Trpc4","TRPC4"
"9575","Dcxr","DCXR"
"9576","Bin2","BIN2"
"9577","Rapgef6","RAPGEF6"
"9578","Cenpf","CENPF"
"9579","Mpp6","MPP6"
"9580","Paip2","PAIP2"
"9581","Gmpr2","GMPR2"
"9582","Hnrnpu","HNRNPU"
"9583","Hnrnpa2b1","HNRNPA2B1"
"9584","Gipc2","GIPC2"
"9585","Rab25","RAB25"
"9586","Cdon","CDON"
"9587","Itgb1","ITGB1"
"9588","Ptk2b","PTK2B"
"9589","Fzd3","FZD3"
"9590","Prkag3","PRKAG3"
"9591","Slco1c1","SLCO1C1"
"9592","Septin1","SEPTIN1"
"9593","Rbm24","RBM24"
"9594","Myh2","MYH2"
"9595","Stab2","STAB2"
"9596","Smg6","SMG6"
"9597","Cnnm3","CNNM3"
"9598","Tent5a","TENT5A"
"9599","Trpm4","TRPM4"
"9600","Klhl28","KLHL28"
"9601","Cc2d1a","CC2D1A"
"9602","Elovl2","ELOVL2"
"9603","Tbc1d22b","TBC1D22B"
"9604","Sema4c","SEMA4C"
"9605","Rpp25","RPP25"
"9606","RGD1560436","C1orf109"
"9607","Mcub","MCUB"
"9608","Dennd4c","DENND4C"
"9609","Fkbp14","FKBP14"
"9610","Cadps2","CADPS2"
"9611","Susd4","SUSD4"
"9612","LOC100910755","RUFY2"
"9613","Rufy2","RUFY2"
"9614","Dync2i1","DYNC2I1"
"9615","Xkr8","XKR8"
"9616","Tmem39b","TMEM39B"
"9617","Crtac1","CRTAC1"
"9618","Piwil2","PIWIL2"
"9619","Cdca8","CDCA8"
"9620","Zfp334","ZNF334"
"9621","Slf2","SLF2"
"9622","Ric8b","RIC8B"
"9623","Golph3l","GOLPH3L"
"9624","Wdr41","WDR41"
"9625","Echdc2","ECHDC2"
"9626","Arhgap12","ARHGAP12"
"9627","Lrrc36","LRRC36"
"9628","Ap5s1","AP5S1"
"9629","Txlng","TXLNG"
"9630","Csgalnact1","CSGALNACT1"
"9631","Mbnl3","MBNL3"
"9632","Echdc1","ECHDC1"
"9633","Csgalnact2","CSGALNACT2"
"9634","Dnaja4","DNAJA4"
"9635","Hes6","HES6"
"9636","Kcnj16","KCNJ16"
"9637","Lancl2","LANCL2"
"9638","Pip4p2","PIP4P2"
"9640","Syt11","SYT11"
"9641","Abhd2","ABHD2"
"9642","Baiap2l1","BAIAP2L1"
"9643","Klhl9","KLHL9"
"9644","Brwd1","BRWD1"
"9645","Slc38a2","SLC38A2"
"9646","Nlgn3","NLGN3"
"9647","Tnrc6c","TNRC6C"
"9648","Adamtsl4","ADAMTSL4"
"9649","Cdh22","CDH22"
"9650","Adcy4","ADCY4"
"9651","LOC100910229","KCNN2"
"9652","Rgs8","RGS8"
"9653","Grk4","GRK4"
"9654","Ptbp2","PTBP2"
"9655","Espn","ESPN"
"9656","Hnrnph2","HNRNPH2"
"9657","Ikbke","IKBKE"
"9658","Cyp26b1","CYP26B1"
"9659","Tlx3","TLX3"
"9660","Pmfbp1","PMFBP1"
"9661","Dnajb8","DNAJB8"
"9662","Mbnl1","MBNL1"
"9664","Tmem9b","TMEM9B"
"9665","Myl1","MYL1"
"9667","Pak6","PAK6"
"9668","Car10","CA10"
"9669","Cdc42se1","CDC42SE1"
"9670","Kif15","KIF15"
"9671","Plscr4","PLSCR4"
"9672","Plscr3","PLSCR3"
"9673","Ano2","ANO2"
"9674","Atp8b2","ATP8B2"
"9675","Ndrg4","NDRG4"
"9676","Fhl5","FHL5"
"9677","Tas2r137","TAS2R3"
"9679","Pcbp3","PCBP3"
"9680","Olr231","OR10A4"
"9681","Peli1","PELI1"
"9682","Zfp287","ZNF287"
"9683","Abhd6","ABHD6"
"9684","Nceh1","NCEH1"
"9685","Stambpl1","STAMBPL1"
"9686","Als2","ALS2"
"9687","Cpne5","CPNE5"
"9688","Slc46a2","SLC46A2"
"9689","LOC100909998","ZNF2"
"9690","Slc5a6","SLC5A6"
"9691","Cdh19","CDH19"
"9692","Rbak","RBAK"
"9693","Myl7","MYL7"
"9694","Arhgap22","ARHGAP22"
"9695","Mpp4","MPP4"
"9696","Pard6b","PARD6B"
"9697","Rab37","RAB37"
"9698","Myoz1","MYOZ1"
"9699","Enpp5","ENPP5"
"9700","Klhl12","KLHL12"
"9701","Rgs19","RGS19"
"9702","Nr1d1","NR1D1"
"9703","Ccdc90b","CCDC90B"
"9704","Ric8a","RIC8A"
"9705","Slc4a10","SLC4A10"
"9706","Zfp667","ZNF667"
"9707","Prss22","PRSS22"
"9708","Mmp27","MMP27"
"9709","Npffr1","NPFFR1"
"9710","Xylt2","XYLT2"
"9711","Spata1","SPATA1"
"9712","Dpep3","DPEP3"
"9713","Tor3a","TOR3A"
"9714","Rnf187","RNF187"
"9715","Abcg8","ABCG8"
"9716","Ikzf5","IKZF5"
"9717","Pcnx4","PCNX4"
"9718","Aldh8a1","ALDH8A1"
"9719","Spef2","SPEF2"
"9720","LOC102546716","NUCKS1"
"9721","Nucks1","NUCKS1"
"9722","Ccdc136","CCDC136"
"9723","Fhip2b","FHIP2B"
"9724","Aen","AEN"
"9725","Rbm15","RBM15"
"9726","Lmf1","LMF1"
"9727","Osbpl11","OSBPL11"
"9728","Svep1","SVEP1"
"9729","Papola","PAPOLA"
"9730","Acd","ACD"
"9731","Pdzd2","PDZD2"
"9732","Sfxn3","SFXN3"
"9733","Upf3a","UPF3A"
"9734","Pcdh15","PCDH15"
"9735","Eef1d","EEF1D"
"9736","Myl12b","MYL12A"
"9737","Hacd2","HACD2"
"9738","Ssbp3","SSBP3"
"9740","Rab3c","RAB3C"
"9741","Pcyox1l","PCYOX1L"
"9742","Yipf2","YIPF2"
"9743","Trpm8","TRPM8"
"9744","Zfp426","ZNF426"
"9745","Gdpd3","GDPD3"
"9746","Sh3bp5","SH3BP5"
"9747","Lrrc2","LRRC2"
"9748","Zfp329","ZNF329"
"9749","Zfp322a","ZNF322"
"9750","Zc2hc1c","ZC2HC1C"
"9751","Lrrk1","LRRK1"
"9752","Colgalt1","COLGALT1"
"9753","Kctd17","KCTD17"
"9754","Dipk2b","DIPK2B"
"9755","Elmo3","ELMO3"
"9756","Zfhx4","ZFHX4"
"9757","Myh14","MYH14"
"9758","Pip4k2c","PIP4K2C"
"9759","Zbtb3","ZBTB3"
"9760","Cspp1","CSPP1"
"9761","Tubal3","TUBAL3"
"9762","Rabep2","RABEP2"
"9763","Zfp672","ZNF672"
"9764","Synpo2l","SYNPO2L"
"9765","Atf7ip2","ATF7IP2"
"9766","Zfp606","ZNF606"
"9767","Fras1","FRAS1"
"9768","Acsf2","ACSF2"
"9769","Tars2","TARS2"
"9770","Rufy1","RUFY1"
"9771","Prex2","PREX2"
"9772","Kcnip4","KCNIP4"
"9773","Btbd1","BTBD1"
"9774","Slc19a3","SLC19A3"
"9775","Tsga10","TSGA10"
"9776","Cenpp","CENPP"
"9777","Chmp4c","CHMP4C"
"9778","Cyb5b","CYB5B"
"9779","Tnfaip8l1","TNFAIP8L1"
"9781","Snx31","SNX31"
"9782","Kcng4","KCNG4"
"9783","RGD1307537","C6orf201"
"9784","Dram2","DRAM2"
"9785","Dock7","DOCK7"
"9786","Dedd2","DEDD2"
"9787","Klhl13","KLHL13"
"9788","Dgat2","DGAT2"
"9789","Retreg3","RETREG3"
"9790","Ubxn2b","UBXN2B"
"9791","Serpina12","SERPINA12"
"9792","Tspan11","TSPAN11"
"9793","Fbxw9","FBXW9"
"9794","Arl8a","ARL8A"
"9795","Lyzl4","LYZL4"
"9796","Khnyn","KHNYN"
"9797","Degs2","DEGS2"
"9798","Sdr9c7","SDR9C7"
"9799","Serpinb12","SERPINB12"
"9800","Ppm1j","PPM1J"
"9801","Serpina9","SERPINA9"
"9802","Cers5","CERS5"
"9803","Sgo1","SGO1"
"9804","Arhgap8","ARHGAP8"
"9805","Arhgap8","PRR5-ARHGAP8"
"9806","Actrt2","ACTRT2"
"9807","Actrt1","ACTRT1"
"9808","Ankrd42","ANKRD42"
"9809","Sdr42e1","SDR42E1"
"9810","Slc7a13","SLC7A13"
"9811","Mtmr3","MTMR3"
"9812","Sema3d","SEMA3D"
"9813","Smchd1","SMCHD1"
"9814","Lrriq3","LRRIQ3"
"9815","Tmc1","TMC1"
"9816","Elovl7","ELOVL7"
"9817","Cfap126","CFAP126"
"9818","Vmp1","VMP1"
"9819","Dnajc18","DNAJC18"
"9820","Zfp449","ZNF449"
"9821","N4bp1","N4BP1"
"9822","Acap3","ACAP3"
"9823","LOC100911951","KCNIP2"
"9824","Olr59","OR51E2"
"9825","Fam83d","FAM83D"
"9826","Tspan14","TSPAN14"
"9828","Rnf17","RNF17"
"9829","Slc4a9","SLC4A9"
"9830","Zfp275","ZNF275"
"9831","Hmcn1","HMCN1"
"9832","Agap3","AGAP3"
"9833","Prss27","PRSS27"
"9834","Snx25","SNX25"
"9835","Hdac10","HDAC10"
"9836","Naa38","NAA38"
"9837","Slx4","SLX4"
"9838","Megf10","MEGF10"
"9839","Kif2b","KIF2B"
"9840","Mypn","MYPN"
"9841","Hes7","HES7"
"9842","Klhl22","KLHL22"
"9843","Rab2b","RAB2B"
"9844","Slc45a3","SLC45A3"
"9845","Ankrd13a","ANKRD13A"
"9846","Plcz1","PLCZ1"
"9847","Trim15","TRIM15"
"9848","Acp7","ACP7"
"9849","Tspan18","TSPAN18"
"9850","Prmt3","PRMT3"
"9851","Gnat3","GNAT3"
"9852","Slc25a43","SLC25A43"
"9853","Capza1","CAPZA1"
"9854","Slc35b2","SLC35B2"
"9855","Harbi1","HARBI1"
"9856","Hmx2","HMX2"
"9857","Pik3r4","PIK3R4"
"9858","Sec14l3","SEC14L3"
"9859","Micall1","MICALL1"
"9860","Cntnap4","CNTNAP4"
"9861","Disp2","DISP2"
"9862","Slc38a5","SLC38A5"
"9863","Spred2","SPRED2"
"9864","Spred1","SPRED1"
"9865","Lmx1a","LMX1A"
"9866","Tent5b","TENT5B"
"9867","Acsm1","ACSM1"
"9868","Commd7","COMMD7"
"9869","Rtn3","RTN3"
"9870","Taar1","TAAR1"
"9872","Vit","VIT"
"9873","Clasp2","CLASP2"
"9874","Nfasc","NFASC"
"9875","Mrgprx2","MRGPRX2"
"9876","B3gnt5","B3GNT5"
"9877","Oxr1","OXR1"
"9878","Tppp2","TPPP2"
"9879","Svil","SVIL"
"9880","Trak1","TRAK1"
"9881","Saxo2","SAXO2"
"9882","Uprt","UPRT"
"9883","Cd109","CD109"
"9884","Ttc39b","TTC39B"
"9885","Calhm6","CALHM6"
"9886","Med13l","MED13L"
"9887","Tor2a","TOR2A"
"9888","Plppr5","PLPPR5"
"9889","Kdm7a","KDM7A"
"9890","Nim1k","NIM1K"
"9891","Spsb4","SPSB4"
"9892","Pnpla1","PNPLA1"
"9893","Mvb12b","MVB12B"
"9894","Tmtc2","TMTC2"
"9895","Heatr5b","HEATR5B"
"9896","Srsf4","SRSF4"
"9897","Ganc","GANC"
"9898","Rab26","RAB26"
"9899","Acot2","ACOT2"
"9900","Disp3","DISP3"
"9901","Tekt4","TEKT4"
"9902","Paip2b","PAIP2B"
"9903","Dnah10","DNAH10"
"9904","Caskin1","CASKIN1"
"9905","Srsf12","SRSF12"
"9906","Krt72","KRT72"
"9907","Tmc2","TMC2"
"9908","Oxgr1","OXGR1"
"9910","Cpne4","CPNE4"
"9911","Dhrs9","DHRS9"
"9912","Lrrc15","LRRC15"
"9913","Otop3","OTOP3"
"9914","Ubr2","UBR2"
"9915","Kcnq2","KCNQ2"
"9916","Nsd2","NSD2"
"9917","Iqgap3","IQGAP3"
"9918","Zfp483","ZNF483"
"9919","Kcnv2","KCNV2"
"9920","Rhov","RHOV"
"9921","Klk10","KLK10"
"9922","Abhd17c","ABHD17C"
"9923","Ehd4","EHD4"
"9924","Magi3","MAGI3"
"9925","Slc15a4","SLC15A4"
"9926","Tasor2","TASOR2"
"9927","Carns1","CARNS1"
"9928","Cacna2d4","CACNA2D4"
"9929","Tent5d","TENT5D"
"9930","Shroom4","SHROOM4"
"9931","Dop1a","DOP1A"
"9932","Apobr","APOBR"
"9933","Josd2","JOSD2"
"9934","Scrn2","SCRN2"
"9935","Shkbp1","SHKBP1"
"9936","Hnrnpll","HNRNPLL"
"9937","Tmem44","TMEM44"
"9938","Smim19","SMIM19"
"9939","Unc13d","UNC13D"
"9940","Gabrr3","GABRR3"
"9941","Dner","DNER"
"9942","Acvr1c","ACVR1C"
"9943","Sgcz","SGCZ"
"9944","Fgd4","FGD4"
"9945","Lhfpl3","LHFPL3"
"9946","Nfxl1","NFXL1"
"9947","Eml5","EML5"
"9948","Ccdc153","CCDC153"
"9949","Pex1","PEX1"
"9950","Rnf126","RNF126"
"9951","Capn13","CAPN13"
"9952","Coq10a","COQ10A"
"9953","Sclt1","SCLT1"
"9954","Septin10","SEPTIN10"
"9955","Marveld2","MARVELD2"
"9956","Sgms1","SGMS1"
"9957","Taok1","TAOK1"
"9958","Eml3","EML3"
"9959","Klk11","KLK11"
"9960","Frem1","FREM1"
"9961","Vwa3b","VWA3B"
"9962","Cfap53","CFAP53"
"9963","Fbxl13","FBXL13"
"9964","Peli3","PELI3"
"9966","Wdr90","WDR90"
"9967","Sft2d2","SFT2D2"
"9968","Fam76a","FAM76A"
"9969","Ncmap","NCMAP"
"9970","Rnf223","RNF223"
"9971","Klhl17","KLHL17"
"9972","Ppp1r42","PPP1R42"
"9973","Traf5","TRAF5"
"9974","Zfp612","ZNF23"
"9975","Rell1","RELL1"
"9976","Kcnj14","KCNJ14"
"9977","Tifab","TIFAB"
"9978","Rnf144b","RNF144B"
"9979","Slc26a8","SLC26A8"
"9980","Zfp771","ZNF48"
"9982","Olr1621","OR11H6"
"9987","Or51t1","OR51T1"
"9990","Olr1640","OR10G3"
"9996","Olr1553","OR5H15"
"9997","Olr1555","OR5H15"
"9998","Olr1557","OR5H15"
"9999","Olr1743","OR11A1"
"10007","LOC100909966","OR6F1"
"10008","Olr13","OR6F1"
"10011","Olr818","OR2A4"
"10012","Olr818","OR2A7"
"10017","LOC100910928","OR6C74"
"10018","Olr1064","OR6C74"
"10031","Olr649","OR4S2"
"10040","Mief2","MIEF2"
"10041","Slc8a2","SLC8A2"
"10042","Large2","LARGE2"
"10043","Ankrd13b","ANKRD13B"
"10044","Kansl1l","KANSL1L"
"10045","Fam227b","FAM227B"
"10046","Ms4a15","MS4A15"
"10047","Cpne2","CPNE2"
"10048","Bend6","BEND6"
"10049","Sdk1","SDK1"
"10050","Elapor2","ELAPOR2"
"10051","Tmem196","TMEM196"
"10052","Mturn","MTURN"
"10053","Zfp3","ZFP3"
"10054","Tmem52b","TMEM52B"
"10055","Slc16a11","SLC16A11"
"10056","Prss42","PRSS42P"
"10057","Cep120","CEP120"
"10058","Lrrc34","LRRC34"
"10059","Tbc1d24","TBC1D24"
"10060","Fam149a","FAM149A"
"10061","Lpcat4","LPCAT4"
"10062","Ankrd44","ANKRD44"
"10063","Saxo1","SAXO1"
"10064","Tecrl","TECRL"
"10065","Slc38a6","SLC38A6"
"10066","Ankrd13d","ANKRD13D"
"10067","Tmtc3","TMTC3"
"10068","Kdm4b","KDM4B"
"10069","Slc6a17","SLC6A17"
"10070","Kdm4a","KDM4A"
"10071","Dtx4","DTX4"
"10072","Zbtb41","ZBTB41"
"10073","Serinc2","SERINC2"
"10074","Fgd5","FGD5"
"10075","Kctd13","KCTD13"
"10076","Otop2","OTOP2"
"10077","LOC102555083","ZNF250"
"10078","Zfp647","ZNF250"
"10079","Ccdc142","CCDC142"
"10080","Klhl31","KLHL31"
"10081","Mgat5b","MGAT5B"
"10082","Arhgap39","ARHGAP39"
"10083","Nfatc3","NFATC3"
"10084","Tph2","TPH2"
"10085","Zfp445","ZNF445"
"10086","Nhsl1","NHSL1"
"10087","Wdr88","WDR88"
"10088","Cnbd1","CNBD1"
"10089","Trim65","TRIM65"
"10090","Klhl35","KLHL35"
"10091","Fam177a1","FAM177A1"
"10092","Slc25a41","SLC25A41"
"10093","Atp11c","ATP11C"
"10094","Hmgcll1","HMGCLL1"
"10095","Pdzd9","PDZD9"
"10096","Taar6","TAAR6"
"10097","Krt73","KRT73"
"10098","Ankrd46","ANKRD46"
"10099","Erich3","ERICH3"
