"","Symbol_Mouse","Symbol_Human"
"9453","Mfsd14a","MFSD14A"
"9454","Htr5a","HTR5A"
"9455","Ifit1","IFIT1B"
"9456","Kcns2","KCNS2"
"9457","Klc2","KLC2"
"9458","Kpna6","KPNA6"
"9459","Krt84","KRT84"
"9460","Lfng","LFNG"
"9462","Ltb4r1","LTB4R"
"9463","Mmp8","MMP8"
"9464","Pax3","PAX3"
"9465","Pcsk4","PCSK4"
"9466","Ptp4a3","PTP4A3"
"9468","Slk","SLK"
"9469","Syt2","SYT2"
"9470","Tnfaip1","TNFAIP1"
"9471","Traf2","TRAF2"
"9472","Tspyl1","TSPYL1"
"9473","Ucp1","UCP1"
"9474","Wnt10a","WNT10A"
"9475","Wnt2b","WNT2B"
"9476","Wnt3","WNT3"
"9477","Wnt3a","WNT3A"
"9478","Wnt4","WNT4"
"9479","Wnt5b","WNT5B"
"9480","Wnt7b","WNT7B"
"9481","Atrn","ATRN"
"9482","Cacna1g","CACNA1G"
"9483","Ccr9","CCR9"
"9484","Col11a2","COL11A2"
"9485","Cpt1b","CPT1B"
"9486","Dlx1","DLX1"
"9487","Dmwd","DMWD"
"9488","Dpp6","DPP6"
"9489","Drd2","DRD2"
"9490","Fgfr2","FGFR2"
"9491","Il4i1","IL4I1"
"9492","Il4i1b","IL4I1"
"9493","Fkbp7","FKBP7"
"9494","Gabrg1","GABRG1"
"9495","Gnaz","GNAZ"
"9496","Gng3","GNG3"
"9497","Ihh","IHH"
"9498","Kif13a","KIF13A"
"9499","Nkx2-6","NKX2-6"
"9500","Olfr56","OR2V1"
"9501","Oprl1","OPRL1"
"9502","Hspa4l","HSPA4L"
"9503","Pdcd6ip","PDCD6IP"
"9504","Ptcra","PTCRA"
"9505","Rab19","RAB19"
"9506","Itsn2","ITSN2"
"9507","Cyfip1","CYFIP1"
"9508","Slc22a3","SLC22A3"
"9509","Sox6","SOX6"
"9511","Lin7b","LIN7B"
"9512","Lin7c","LIN7C"
"9513","Vill","VILL"
"9514","Baz1b","BAZ1B"
"9515","Ikzf2","IKZF2"
"9516","Fiz1","FIZ1"
"9517","Fyb","FYB1"
"9518","Mmp17","MMP17"
"9519","Tenm2","TENM2"
"9520","Tenm3","TENM3"
"9521","Pacsin1","PACSIN1"
"9522","Avpr1b","AVPR1B"
"9523","Plod2","PLOD2"
"9524","Sema4g","SEMA4G"
"9525","Slc7a11","SLC7A11"
"9526","Cops7a","COPS7A"
"9528","Ern2","ERN2"
"9529","Trpc7","TRPC7"
"9530","Atp1b4","ATP1B4"
"9531","Ap3m1","AP3M1"
"9532","Angptl2","ANGPTL2"
"9533","Bace2","BACE2"
"9534","Chrm5","CHRM5"
"9535","Gca","GCA"
"9536","Rhoq","RHOQ"
"9537","Hey2","HEY2"
"9538","Itgb1bp2","ITGB1BP2"
"9539","Morf4l2","MORF4L2"
"9540","Adgrl2","ADGRL2"
"9541","Tspan15","TSPAN15"
"9542","Serpinb13","SERPINB13"
"9543","Fscn2","FSCN2"
"9544","Ssbp2","SSBP2"
"9545","Ywhag","YWHAG"
"9546","Gls","GLS"
"9547","Mylpf","MYLPF"
"9548","Scn5a","SCN5A"
"9549","Stk39","STK39"
"9550","Dnajc15","DNAJC15"
"9551","Tbk1","TBK1"
"9552","Purg","PURG"
"9553","Dpp7","DPP7"
"9554","Cyth4","CYTH4"
"9555","Prickle4","PRICKLE4"
"9556","Fads1","FADS1"
"9557","Tonsl","TONSL"
"9558","Add1","ADD1"
"9559","Anxa11","ANXA11"
"9560","Dsc1","DSC1"
"9561","Ldhc","LDHC"
"9562","Srr","SRR"
"9563","Mmel1","MMEL1"
"9564","Ermap","ERMAP"
"9565","Abca7","ABCA7"
"9566","Abcf3","ABCF3"
"9567","Ndrg2","NDRG2"
"9568","Mapk8ip3","MAPK8IP3"
"9569","Gabrp","GABRP"
"9570","Impa2","IMPA2"
"9571","Slc25a13","SLC25A13"
"9572","Adamts7","ADAMTS7"
"9573","Aipl1","AIPL1"
"9574","Mtch1","MTCH1"
"9575","Zfp318","ZNF318"
"9576","Clec4e","CLEC4E"
"9577","Repin1","REPIN1"
"9578","Kcnv1","KCNV1"
"9579","Pkd2l2","PKD2L2"
"9580","Rab30","RAB30"
"9581","Rps6ka6","RPS6KA6"
"9582","Tmod2","TMOD2"
"9583","Trpm5","TRPM5"
"9584","Lmcd1","LMCD1"
"9585","Kcnip1","KCNIP1"
"9586","Ehd2","EHD2"
"9587","Nphs2","NPHS2"
"9588","Arhgef10","ARHGEF10"
"9589","Ppm1f","PPM1F"
"9590","Pum1","PUM1"
"9591","Acap1","ACAP1"
"9592","Clstn3","CLSTN3"
"9593","Stard8","STARD8"
"9594","Kmt2b","KMT2B"
"9595","Rassf2","RASSF2"
"9596","Cep170","CEP170"
"9597","Ppm1e","PPM1E"
"9598","Mlxip","MLXIP"
"9599","Acin1","ACIN1"
"9600","Wdfy3","WDFY3"
"9601","Xpo7","XPO7"
"9602","Pdxdc1","PDXDC1"
"9603","Gga2","GGA2"
"9604","Trak2","TRAK2"
"9605","Cdk19","CDK19"
"9606","Colgalt2","COLGALT2"
"9607","Plxnd1","PLXND1"
"9608","Dcun1d4","DCUN1D4"
"9609","Fcho1","FCHO1"
"9610","Slc35d1","SLC35D1"
"9611","Rhobtb2","RHOBTB2"
"9612","Sik2","SIK2"
"9613","Plcb1","PLCB1"
"9614","Pds5a","PDS5A"
"9615","Adgrl3","ADGRL3"
"9616","Ehbp1","EHBP1"
"9617","Trim2","TRIM2"
"9618","Tafa5","TAFA5"
"9619","Abhd14a","ABHD14A"
"9620","Rchy1","RCHY1"
"9621","Nsl1","NSL1"
"9622","Rwdd3","RWDD3"
"9623","Necap1","NECAP1"
"9624","Moxd1","MOXD1"
"9625","Dnm3","DNM3"
"9626","Auts2","AUTS2"
"9627","Abhd12","ABHD12"
"9628","Traf3ip1","TRAF3IP1"
"9629","Fgd3","FGD3"
"9630","Krt76","KRT76"
"9631","Azin1","AZIN1"
"9632","Pi15","PI15"
"9633","Nudt13","NUDT13"
"9634","Snx7","SNX7"
"9635","Ybx2","YBX2"
"9636","Sidt2","SIDT2"
"9637","Pkd2l1","PKD2L1"
"9638","Hspb11","HSPB11"
"9639","Shank1","SHANK1"
"9640","Mtmr2","MTMR2"
"9641","Ing4","ING4"
"9642","Pias1","PIAS1"
"9643","Cercam","CERCAM"
"9644","Trpc4","TRPC4"
"9645","Dcxr","DCXR"
"9646","Bin2","BIN2"
"9647","Rapgef6","RAPGEF6"
"9648","Cenpf","CENPF"
"9649","Mpp6","MPP6"
"9650","Paip2","PAIP2"
"9651","Gmpr2","GMPR2"
"9652","Hnrnpu","HNRNPU"
"9653","Hnrnpa2b1","HNRNPA2B1"
"9654","Gipc2","GIPC2"
"9655","Rab25","RAB25"
"9656","Cdon","CDON"
"9657","Itgb1","ITGB1"
"9658","Ptk2b","PTK2B"
"9659","Fzd3","FZD3"
"9660","Prkag3","PRKAG3"
"9661","Slco1c1","SLCO1C1"
"9662","Septin1","SEPTIN1"
"9663","Rbm24","RBM24"
"9664","Myh2","MYH2"
"9665","Stab2","STAB2"
"9666","Smg6","SMG6"
"9667","Cnnm3","CNNM3"
"9668","Ddx60","DDX60"
"9669","Tent5a","TENT5A"
"9670","Trpm4","TRPM4"
"9671","Klhl28","KLHL28"
"9672","Cc2d1a","CC2D1A"
"9673","Elovl2","ELOVL2"
"9674","Tbc1d22b","TBC1D22B"
"9675","Sema4c","SEMA4C"
"9676","Rpp25","RPP25"
"9677","Slc41a3","SLC41A3"
"9678","9930104L06Rik","C1orf109"
"9679","Mcub","MCUB"
"9680","Dennd4c","DENND4C"
"9681","Fkbp14","FKBP14"
"9682","Cadps2","CADPS2"
"9683","Susd4","SUSD4"
"9684","Rufy2","RUFY2"
"9685","Dync2i1","DYNC2I1"
"9686","Xkr8","XKR8"
"9687","Tmem39b","TMEM39B"
"9688","Crtac1","CRTAC1"
"9689","Piwil2","PIWIL2"
"9690","Cdca8","CDCA8"
"9691","Zfp334","ZNF334"
"9692","Slf2","SLF2"
"9693","Ric8b","RIC8B"
"9694","Golph3l","GOLPH3L"
"9695","Wdr41","WDR41"
"9696","Echdc2","ECHDC2"
"9697","Arhgap12","ARHGAP12"
"9698","Lrrc36","LRRC36"
"9699","Ap5s1","AP5S1"
"9700","Txlng","TXLNG"
"9701","Csgalnact1","CSGALNACT1"
"9702","Mbnl3","MBNL3"
"9703","Echdc1","ECHDC1"
"9704","Csgalnact2","CSGALNACT2"
"9705","Dnaja4","DNAJA4"
"9706","Hes6","HES6"
"9707","Kcnj16","KCNJ16"
"9708","Lancl2","LANCL2"
"9709","Pip4p2","PIP4P2"
"9711","Syt11","SYT11"
"9712","Abhd2","ABHD2"
"9713","Baiap2l1","BAIAP2L1"
"9714","Klhl9","KLHL9"
"9715","Brwd1","BRWD1"
"9716","Slc38a2","SLC38A2"
"9717","Nlgn3","NLGN3"
"9718","Tnrc6c","TNRC6C"
"9719","Adamtsl4","ADAMTSL4"
"9720","Cdh22","CDH22"
"9721","Adcy4","ADCY4"
"9722","Rgs8","RGS8"
"9723","Grk4","GRK4"
"9724","Ptbp2","PTBP2"
"9725","Espn","ESPN"
"9726","Hnrnph2","HNRNPH2"
"9727","Ikbke","IKBKE"
"9728","Cyp26b1","CYP26B1"
"9729","Tlx3","TLX3"
"9730","Pmfbp1","PMFBP1"
"9731","Dnajb8","DNAJB8"
"9732","Mbnl1","MBNL1"
"9739","Tmem9b","TMEM9B"
"9740","Myl1","MYL1"
"9742","Pak6","PAK6"
"9743","Car10","CA10"
"9744","Celf4","CELF4"
"9745","Cdc42se1","CDC42SE1"
"9746","Kif15","KIF15"
"9747","Plscr4","PLSCR4"
"9748","Plscr3","PLSCR3"
"9749","Ano2","ANO2"
"9750","Atp8b2","ATP8B2"
"9751","Ndrg4","NDRG4"
"9752","Fhl5","FHL5"
"9753","Tas2r137","TAS2R3"
"9755","Pcbp3","PCBP3"
"9756","Olfr17","OR10A4"
"9757","Peli1","PELI1"
"9758","Zfp287","ZNF287"
"9759","Abhd6","ABHD6"
"9760","Elapor1","ELAPOR1"
"9761","Nceh1","NCEH1"
"9762","Stambpl1","STAMBPL1"
"9763","Als2","ALS2"
"9764","Cpne5","CPNE5"
"9765","Slc46a2","SLC46A2"
"9766","Zfp661","ZNF2"
"9767","Slc5a6","SLC5A6"
"9768","Cdh19","CDH19"
"9769","Rbak","RBAK"
"9770","Myl7","MYL7"
"9771","Arhgap22","ARHGAP22"
"9772","Mpp4","MPP4"
"9773","Pard6b","PARD6B"
"9774","Rab37","RAB37"
"9775","Myoz1","MYOZ1"
"9776","Enpp5","ENPP5"
"9777","Klhl12","KLHL12"
"9778","Rgs19","RGS19"
"9779","Nr1d1","NR1D1"
"9780","Ccdc90b","CCDC90B"
"9781","Ric8a","RIC8A"
"9782","Fn3k","FN3K"
"9783","Slc4a10","SLC4A10"
"9784","Zfp667","ZNF667"
"9785","Prss22","PRSS22"
"9786","Mmp27","MMP27"
"9787","Npffr1","NPFFR1"
"9788","Xylt2","XYLT2"
"9789","Spata1","SPATA1"
"9790","Dpep3","DPEP3"
"9791","Tor3a","TOR3A"
"9792","Rnf187","RNF187"
"9793","Abcg8","ABCG8"
"9794","Ikzf5","IKZF5"
"9795","Pcnx4","PCNX4"
"9796","Aldh8a1","ALDH8A1"
"9797","Spef2","SPEF2"
"9798","Mmp25","MMP25"
"9799","Nucks1","NUCKS1"
"9800","Ccdc136","CCDC136"
"9801","Fam160b2","FHIP2B"
"9802","Aen","AEN"
"9803","Rbm15","RBM15"
"9804","Lmf1","LMF1"
"9805","Osbpl11","OSBPL11"
"9806","Svep1","SVEP1"
"9807","Papola","PAPOLA"
"9808","Acd","ACD"
"9809","Pdzd2","PDZD2"
"9810","Sfxn3","SFXN3"
"9811","Upf3a","UPF3A"
"9812","Pcdh15","PCDH15"
"9813","Eef1d","EEF1D"
"9814","Myl12b","MYL12A"
"9815","Hacd2","HACD2"
"9816","Ssbp3","SSBP3"
"9818","Rab3c","RAB3C"
"9819","Ralgps2","RALGPS2"
"9820","Pcyox1l","PCYOX1L"
"9821","Yipf2","YIPF2"
"9822","Trpm8","TRPM8"
"9823","Zfp426","ZNF426"
"9824","Gdpd3","GDPD3"
"9825","Sh3bp5","SH3BP5"
"9826","Lrrc2","LRRC2"
"9827","Atp13a3","ATP13A3"
"9828","Zfp329","ZNF329"
"9829","Zfp322a","ZNF322"
"9830","Zc2hc1c","ZC2HC1C"
"9831","Lrrk1","LRRK1"
"9832","Colgalt1","COLGALT1"
"9833","Kctd17","KCTD17"
"9834","Dipk2b","DIPK2B"
"9835","Elmo3","ELMO3"
"9836","Zfhx4","ZFHX4"
"9837","Myh14","MYH14"
"9838","Pip4k2c","PIP4K2C"
"9839","Zbtb3","ZBTB3"
"9840","Cspp1","CSPP1"
"9841","Tubal3","TUBAL3"
"9842","Rabep2","RABEP2"
"9843","Zfp672","ZNF672"
"9844","Synpo2l","SYNPO2L"
"9845","Atf7ip2","ATF7IP2"
"9846","Gm50496","ATF7IP2"
"9847","Zfp606","ZNF606"
"9848","Fras1","FRAS1"
"9849","Acsf2","ACSF2"
"9850","Tars2","TARS2"
"9851","Rufy1","RUFY1"
"9852","Prex2","PREX2"
"9853","Kcnip4","KCNIP4"
"9854","Btbd1","BTBD1"
"9855","Slc19a3","SLC19A3"
"9856","Tsga10","TSGA10"
"9857","Cenpp","CENPP"
"9858","Chmp4c","CHMP4C"
"9859","Cyb5b","CYB5B"
"9860","Tnfaip8l1","TNFAIP8L1"
"9862","Snx31","SNX31"
"9863","Kcng4","KCNG4"
"9864","4933417A18Rik","C6orf201"
"9865","Dram2","DRAM2"
"9866","Dock7","DOCK7"
"9867","Dedd2","DEDD2"
"9868","Klhl13","KLHL13"
"9869","Dgat2","DGAT2"
"9870","Asprv1","ASPRV1"
"9871","Retreg3","RETREG3"
"9872","Ubxn2b","UBXN2B"
"9873","Serpina12","SERPINA12"
"9874","Tspan11","TSPAN11"
"9875","Fbxw9","FBXW9"
"9876","Arl8a","ARL8A"
"9877","Lyzl4","LYZL4"
"9878","Khnyn","KHNYN"
"9879","Degs2","DEGS2"
"9880","Sdr9c7","SDR9C7"
"9881","Tmem80","TMEM80"
"9882","Serpinb12","SERPINB12"
"9883","Ppm1j","PPM1J"
"9884","Serpina9","SERPINA9"
"9885","Cers5","CERS5"
"9886","Sgo1","SGO1"
"9887","Arhgap8","ARHGAP8"
"9888","Arhgap8","PRR5-ARHGAP8"
"9889","Actrt2","ACTRT2"
"9890","Actrt1","ACTRT1"
"9891","Ankrd42","ANKRD42"
"9892","Sdr42e1","SDR42E1"
"9893","Slc7a13","SLC7A13"
"9894","Mtmr3","MTMR3"
"9895","Sema3d","SEMA3D"
"9896","Smchd1","SMCHD1"
"9897","Lrriq3","LRRIQ3"
"9898","Tmc1","TMC1"
"9899","Elovl7","ELOVL7"
"9900","Cfap126","CFAP126"
"9901","Vmp1","VMP1"
"9902","Dnajc18","DNAJC18"
"9903","Zfp449","ZNF449"
"9904","N4bp1","N4BP1"
"9905","Acap3","ACAP3"
"9906","Kcnip2","KCNIP2"
"9907","Olfr78","OR51E2"
"9908","Fam83d","FAM83D"
"9909","Tspan14","TSPAN14"
"9916","Rnf17","RNF17"
"9917","Slc4a9","SLC4A9"
"9918","Zfp275","ZNF275"
"9919","Hmcn1","HMCN1"
"9920","Agap3","AGAP3"
"9921","Prss27","PRSS27"
"9922","Snx25","SNX25"
"9923","Hdac10","HDAC10"
"9924","Naa38","NAA38"
"9925","Slx4","SLX4"
"9926","Megf10","MEGF10"
"9927","Kif2b","KIF2B"
"9928","Mypn","MYPN"
"9929","Hes7","HES7"
"9930","Klhl22","KLHL22"
"9931","Rab2b","RAB2B"
"9932","Slc45a3","SLC45A3"
"9933","Ankrd13a","ANKRD13A"
"9934","Plcz1","PLCZ1"
"9935","Trim15","TRIM15"
"9936","Acp7","ACP7"
"9937","Tspan18","TSPAN18"
"9938","Prmt3","PRMT3"
"9939","Gnat3","GNAT3"
"9940","Slc25a43","SLC25A43"
"9941","Capza1","CAPZA1"
"9942","Slc35b2","SLC35B2"
"9943","Harbi1","HARBI1"
"9944","Hmx2","HMX2"
"9945","Pik3r4","PIK3R4"
"9946","Sec14l3","SEC14L3"
"9947","Micall1","MICALL1"
"9948","Cntnap4","CNTNAP4"
"9949","Disp2","DISP2"
"9950","Slc38a5","SLC38A5"
"9951","Spred2","SPRED2"
"9952","Spred1","SPRED1"
"9953","Lmx1a","LMX1A"
"9954","Tent5b","TENT5B"
"9955","Acsm1","ACSM1"
"9956","Commd7","COMMD7"
"9957","Rtn3","RTN3"
"9958","Taar1","TAAR1"
"9960","Vit","VIT"
"9961","Clasp2","CLASP2"
"9962","Nfasc","NFASC"
"9963","Mrgprb1","MRGPRX2"
"9964","Mrgprx2","MRGPRX2"
"9965","B3gnt5","B3GNT5"
"9966","Oxr1","OXR1"
"9967","Tppp2","TPPP2"
"9968","Svil","SVIL"
"9969","Trak1","TRAK1"
"9970","Fam76b","FAM76B"
"9971","Saxo2","SAXO2"
"9972","Pgpep1l","PGPEP1L"
"9973","Uprt","UPRT"
"9974","Cd109","CD109"
"9975","Ttc39b","TTC39B"
"9976","Calhm6","CALHM6"
"9977","Med13l","MED13L"
"9978","Tor2a","TOR2A"
"9979","Plppr5","PLPPR5"
"9980","Kdm7a","KDM7A"
"9981","Nim1k","NIM1K"
"9982","Spsb4","SPSB4"
"9983","Pnpla1","PNPLA1"
"9984","Mvb12b","MVB12B"
"9985","Tmtc2","TMTC2"
"9986","Heatr5b","HEATR5B"
"9987","Srsf4","SRSF4"
"9988","Ganc","GANC"
"9989","Rab26","RAB26"
"9990","Acot2","ACOT2"
"9991","Disp3","DISP3"
"9992","Tekt4","TEKT4"
"9993","Paip2b","PAIP2B"
"9994","Dnah10","DNAH10"
"9995","Caskin1","CASKIN1"
"9996","Krt72","KRT72"
"9997","Tmc2","TMC2"
"9998","Oxgr1","OXGR1"
"10000","Cpne4","CPNE4"
"10001","Dhrs9","DHRS9"
"10002","Lrrc15","LRRC15"
"10003","Otop3","OTOP3"
"10004","Ubr2","UBR2"
"10005","Kcnq2","KCNQ2"
"10006","Nsd2","NSD2"
"10007","Iqgap3","IQGAP3"
"10008","Zkscan16","ZNF483"
"10009","Kcnv2","KCNV2"
"10010","Rhov","RHOV"
"10011","Klk10","KLK10"
"10012","Abhd17c","ABHD17C"
"10013","Ehd4","EHD4"
"10014","Magi3","MAGI3"
"10015","Slc15a4","SLC15A4"
"10016","Tasor2","TASOR2"
"10017","Carns1","CARNS1"
"10018","Cacna2d4","CACNA2D4"
"10019","Tent5d","TENT5D"
"10020","Shroom4","SHROOM4"
"10021","Dop1a","DOP1A"
"10022","Apobr","APOBR"
"10023","Josd2","JOSD2"
"10024","Scrn2","SCRN2"
"10025","Shkbp1","SHKBP1"
"10026","Hnrnpll","HNRNPLL"
"10027","Tmem44","TMEM44"
"10028","Smim19","SMIM19"
"10029","Unc13d","UNC13D"
"10030","Gabrr3","GABRR3"
"10031","Dner","DNER"
"10032","Acvr1c","ACVR1C"
"10033","Sgcz","SGCZ"
"10034","Fgd4","FGD4"
"10035","Lhfpl3","LHFPL3"
"10036","Nfxl1","NFXL1"
"10037","Eml5","EML5"
"10038","Ccdc153","CCDC153"
"10039","Ilf2","ILF2"
"10040","Pex1","PEX1"
"10041","Rnf126","RNF126"
"10042","Capn13","CAPN13"
"10043","Coq10a","COQ10A"
"10044","Sclt1","SCLT1"
"10045","Septin10","SEPTIN10"
"10046","Marveld2","MARVELD2"
"10047","Sgms1","SGMS1"
"10048","Taok1","TAOK1"
"10049","Eml3","EML3"
"10050","Klk11","KLK11"
"10051","Frem1","FREM1"
"10052","Vwa3b","VWA3B"
"10053","Cfap53","CFAP53"
"10054","Fbxl13","FBXL13"
"10055","Peli3","PELI3"
"10057","Wdr90","WDR90"
"10058","Sft2d2","SFT2D2"
"10059","Fam76a","FAM76A"
"10060","Ncmap","NCMAP"
"10061","Rnf223","RNF223"
"10062","Klhl17","KLHL17"
"10063","Ppp1r42","PPP1R42"
"10064","Traf5","TRAF5"
"10065","Zfp612","ZNF23"
"10066","Rell1","RELL1"
"10067","AW549877","C5orf51"
"10068","Kcnj14","KCNJ14"
"10069","Tifab","TIFAB"
"10070","Tmem82","TMEM82"
"10071","Rnf144b","RNF144B"
"10072","Slc26a8","SLC26A8"
"10073","Zfp553","ZNF48"
"10076","Olfr745","OR11H6"
"10081","Olfr574","OR51T1"
"10084","Olfr1512","OR10G3"
"10087","Olfr183","OR5H15"
"10088","Olfr96","OR11A1"
"10094","Olfr308","OR6F1"
"10096","Olfr13","OR2A4"
"10097","Olfr13","OR2A7"
"10103","Olfr821","OR6C74"
"10112","Olfr1193","OR4S2"
"10120","Mief2","MIEF2"
"10121","Slc8a2","SLC8A2"
"10122","Large2","LARGE2"
"10123","Ankrd13b","ANKRD13B"
"10124","Kansl1l","KANSL1L"
"10125","Fam227b","FAM227B"
"10126","Ms4a15","MS4A15"
"10127","Cpne2","CPNE2"
"10128","Bend6","BEND6"
"10129","Sdk1","SDK1"
"10130","Elapor2","ELAPOR2"
"10131","Tmem196","TMEM196"
"10132","Zfp3","ZFP3"
"10133","Tmem52b","TMEM52B"
"10134","Slc16a11","SLC16A11"
"10135","Prss42","PRSS42P"
"10136","Cep120","CEP120"
"10137","Lrrc34","LRRC34"
"10138","Zfp791","ZNF791"
"10139","Tbc1d24","TBC1D24"
"10140","Fam149a","FAM149A"
"10141","Lpcat4","LPCAT4"
"10142","Ankrd44","ANKRD44"
"10143","Saxo1","SAXO1"
"10144","Tecrl","TECRL"
"10145","Slc38a6","SLC38A6"
"10146","Ankrd13d","ANKRD13D"
"10147","Tmtc3","TMTC3"
"10148","Kdm4b","KDM4B"
"10149","Slc6a17","SLC6A17"
"10150","Kdm4a","KDM4A"
"10151","Dtx4","DTX4"
"10152","Zbtb41","ZBTB41"
"10153","Serinc2","SERINC2"
"10154","Fgd5","FGD5"
"10155","Kctd13","KCTD13"
"10156","Otop2","OTOP2"
"10157","Zfp647","ZNF250"
"10158","Ccdc142","CCDC142"
"10159","Klhl31","KLHL31"
"10160","Mgat5b","MGAT5B"
"10161","Arhgap39","ARHGAP39"
"10162","Nfatc3","NFATC3"
"10163","Tph2","TPH2"
"10164","Zfp445","ZNF445"
"10165","Nhsl1","NHSL1"
"10166","Wdr88","WDR88"
"10167","Cnbd1","CNBD1"
"10168","Trim65","TRIM65"
"10169","Klhl35","KLHL35"
"10170","Slc25a41","SLC25A41"
"10171","Atp11c","ATP11C"
"10172","Hmgcll1","HMGCLL1"
"10173","Pdzd9","PDZD9"
"10174","4930453N24Rik","C3orf38"
"10175","Taar6","TAAR6"
"10176","Krt73","KRT73"
"10177","Ankrd46","ANKRD46"
"10178","Erich3","ERICH3"
"10179","Chchd10","CHCHD10"
"10180","Ano6","ANO6"
"10181","Ccdc40","CCDC40"
"10182","Clvs2","CLVS2"
"10183","Agrn","AGRN"
"10184","Odf3l1","ODF3L1"
"10185","Ccdc125","CCDC125"
"10186","Cep295","CEP295"
"10187","Ccdc171","CCDC171"
"10188","P4ha3","P4HA3"
"10189","Vwc2l","VWC2L"
"10190","Tmem215","TMEM215"
"10191","Sh3pxd2b","SH3PXD2B"
"10192","Ppfia2","PPFIA2"
"10193","Cdnf","CDNF"
"10194","Tgm6","TGM6"
"10195","B4galnt4","B4GALNT4"
"10196","Edrf1","EDRF1"
"10197","Abca13","ABCA13"
"10198","Myo1g","MYO1G"
"10199","Mss51","MSS51"
"10200","Crip3","CRIP3"
"10203","Trim66","TRIM66"
"10204","1700024G13Rik","C10orf53"
"10205","Vwa5b2","VWA5B2"
"10206","Spred3","SPRED3"
"10207","Gpr183","GPR183"
"10208","Plk5","PLK5"
"10209","Ccser1","CCSER1"
"10210","Cyp26c1","CYP26C1"
"10211","Prss41","PRSS41"
"10212","Cfap65","CFAP65"
"10213","Lmod3","LMOD3"
"10214","Bclaf3","BCLAF3"
"10215","Tbc1d9b","TBC1D9B"
"10216","Klhl14","KLHL14"
"10217","Nup210l","NUP210L"
"10219","Ralgapa2","RALGAPA2"
"10220","Fam160b1","FHIP2A"
"10221","Tmem132b","TMEM132B"
"10223","Nipal1","NIPAL1"
"10224","Mettl11b","METTL11B"
"10225","Fnip1","FNIP1"
"10227","Soga3","SOGA3"
"10228","Rnf157","RNF157"
"10229","1700001L19Rik","C5orf49"
"10230","Dennd3","DENND3"
"10231","Shisal1","SHISAL1"
"10232","Odf3b","ODF3B"
"10233","Gxylt1","GXYLT1"
"10234","Enpp4","ENPP4"
"10235","Taf4b","TAF4B"
"10236","Lipm","LIPM"
"10237","Kcnq5","KCNQ5"
"10238","Rc3h2","RC3H2"
"10239","Dennd4b","DENND4B"
"10242","Tmem269","TMEM269"
"10243","Mthfd2l","MTHFD2L"
"10244","Hectd4","HECTD4"
"10245","Lmod2","LMOD2"
"10246","Tepp","TEPP"
"10247","Isx","ISX"
"10248","Cep126","CEP126"
"10249","Satl1","SATL1"
"10251","Cdc42bpg","CDC42BPG"
"10252","Rbm20","RBM20"
"10253","Rasef","RASEF"
"10254","Aadacl3","AADACL3"
"10255","Ankrd65","ANKRD65"
"10257","Arhgap42","ARHGAP42"
"10258","Cntn5","CNTN5"
"10259","Ccdc15","CCDC15"
"10261","Arl5c","ARL5C"
"10262","Arhgef37","ARHGEF37"
"10263","Tmem212","TMEM212"
"10264","Serpina11","SERPINA11"
"10265","Ten1","TEN1"
"10266","Golga7b","GOLGA7B"
"10267","Fignl2","FIGNL2"
"10268","Gm715","LOC389895"
"10269","Olfr1396","OR2V2"
"10271","Crybg3","CRYBG3"
"10272","Rbbp8","RBBP8"
"10273","Tmem213","TMEM213"
"10274","Mrgprg","MRGPRG"
"10275","Hnrnpul2","HNRNPUL2"
"10276","Gpr137c","GPR137C"
"10277","Chsy3","CHSY3"
"10278","Aadacl2","AADACL2"
"10279","Rbm12b1","RBM12B"
"10280","Rbm12b2","RBM12B"
"10282","Plscr5","PLSCR5"
"10283","Troap","TROAP"
"10284","Kbtbd11","KBTBD11"
"10285","Cdkl4","CDKL4"
"10286","Armh1","ARMH1"
"10287","Fkbp15","FKBP15"
"10288","Hltf","HLTF"
"10289","Sbk2","SBK2"
"10290","Adrb2","ADRB2"
"10291","Apc","APC"
"10292","Apoe","APOE"
"10293","Atm","ATM"
"10294","Btk","BTK"
"10295","Cyp19a1","CYP19A1"
"10296","Ext1","EXT1"
"10297","Fbn1","FBN1"
"10298","Nr3c1","NR3C1"
"10299","Shh","SHH"
"10300","Ncf1","NCF1"
"10301","Atxn7","ATXN7"
"10302","Tyr","TYR"
"10303","Was","WAS"
"10304","Gp1bb","GP1BB"
"10305","F10","F10"
"10306","Rfx2","RFX2"
"10307","Comt","COMT"
"10308","Cyp7a1","CYP7A1"
"10309","Drd1","DRD1"
"10310","Hmgcr","HMGCR"
"10311","Igf1r","IGF1R"
"10312","P4ha1","P4HA1"
"10313","Pnlip","PNLIP"
"10314","Ptgs2","PTGS2"
"10315","Rpl6","RPL6"
"10316","Rpl6l","RPL6"
"10317","Aanat","AANAT"
"10318","Acaca","ACACA"
"10319","Actn2","ACTN2"
"10320","Hcn2","HCN2"
"10321","C1qbp","C1QBP"
"10322","Casp9","CASP9"
"10323","Elavl3","ELAVL3"
"10324","Elf4","ELF4"
"10325","Fhl1","FHL1"
"10326","Foxo3","FOXO3"
"10327","Gtf3c1","GTF3C1"
"10328","Ifrd1","IFRD1"
"10329","Arvcf","ARVCF"
"10330","Bnc1","BNC1"
"10331","Cd22","CD22"
"10332","Cd79a","CD79A"
"10333","Chml","CHML"
"10334","Chn1","CHN1"
